id;subtopic_id;subject_id;class;question;option_a;option_a_explanation;option_b;option_b_explanation;option_c;option_c_explanation;option_d;option_d_explanation;answer;additional_notes;created_at;updated_at;user_id;question_level;question_type
2428;563;3;6;<p>Diseases transmitted through water are called?</p>;<p>Water diseases</p>;;<p>Airborne diseases</p>;;<p>Waterborne diseases</p>;;<p>Communicable diseases</p>;;3;"<p>Diseases transmitted through water are called <strong>waterborne diseases</strong>. Examples are: typhoid, bilharzia and cholera</p>";2020-10-06 08:04:05;2020-10-06 08:04:05;;L;
2429;563;3;6;<p>Bilharzia is caused by?</p>;<p>Germs</p>;;<p>Worms</p>;;<p>Insects</p>;;<p>Snails</p>;;2;"<p><strong>Bilharzia is a waterborne disease caused by worms</strong></p><p>There are two type of bilharzia worms, one that affects the bladder and one that affect the intestines.</p>";2020-10-06 08:15:19;2020-10-06 08:15:19;;L;
2430;563;3;6;<p>Which of the following is a prevention of bilharzia?</p>;"<p>Drinking boiled water&nbsp;</p>";<p>This is a prevention measure against typhoid</p>;"<p>Draining stagnant water&nbsp;</p>";<p>This is prevention against bilharzia.</p>;"<p>Washing hands after visiting the toilet&nbsp;</p>";<p>This is prevention against cholera.</p>;"<p>Washing food eaten raw&nbsp;</p>";<p>This is prevention against cholera.</p>;2;<p>Bilharzia is a waterborne disease caused by worms. There are several ways in which one can prevent against bilharzia. They include:</p><ul><li>Put on protective clothes like gloves and gumboots while working in swampy areas</li><li>Avoid swimming in areas where its infected by bilharzia flu</li></ul>;2020-10-06 08:19:07;2020-10-06 08:19:07;;L;
2431;563;3;6;<p>Which of the following is not a waterborne disease?</p>;<p>Tuberculosis</p>;<p>This is a air-borne disease.</p>;"<p>Cholera&nbsp;</p>";<p>This is a waterborne disease</p>;"<p>Typhoid&nbsp;</p>";<p>This is a waterborne disease</p>;<p>Bilharzia</p>;<p>This is a waterborne disease</p>;1;"<p><strong>Waterborne diseases </strong>are diseases transmitted through water. They include: typhoid, bilharzia and cholera.</p>";2020-10-06 08:22:53;2020-10-06 08:22:53;;L;
2432;563;3;6;<p>Which of the following is not a sign and symptom of bilharzia?</p>;"<p>Coughing&nbsp;</p>";<p>This is a sign for bilharzia</p>;"<p>Skin rashes&nbsp;</p>";<p>This is a sign for bilharzia</p>;"<p>Blood in feces and urine&nbsp;</p>";<p>This is a sign for bilharzia</p>;"<p>Aches in the joints and muscles&nbsp;</p>";<p>This is a sign for typhoid</p>;4;<p>Some of the sign and symptoms of bilharzia are:</p><ul><li>Diarrhea</li><li>Fever</li><li>Aches at the bowels and the bladder.</li></ul>;2020-10-06 08:26:28;2020-10-06 08:26:28;;L;
2433;564;3;6;<p>Cholera is caused by?</p>;<p>Germs</p>;;<p>Worms</p>;;<p>Insects</p>;;<p>Snails</p>;;1;<p>Cholera is caused by germs found in contaminated water.</p>;2020-10-06 08:35:01;2020-10-06 08:35:01;;L;
2434;564;3;6;<p>Which of the following is a sign of cholera?</p>;"<p>Severe abdominal pains&nbsp;</p>";<p>Sign of cholera</p>;<p>Fever</p>;<p>Sign of bilharzia</p>;"<p>Aches in the muscles and joints&nbsp;</p>";<p>Sign of typhoid</p>;"<p>Blood stained stool&nbsp;</p>";<p>Sign of typhoid</p>;1;"<p>The following are signs and symptoms of cholera.</p><ul><li>Abdominal pains&nbsp;</li><li>Vomiting&nbsp;</li><li>Dehydration due to excessive diarrhea and vomiting</li></ul>";2020-10-06 08:38:11;2020-10-06 08:38:11;;L;
2435;564;3;6;<p>How can cholera be prevented?</p>;"<p>Wearing gumboots when walking in pools of water&nbsp;</p>";<p>This prevents bilharzia</p>;<p>Killing water snails with chemicals</p>;<p>This prevents bilharzia</p>;"<p>Draining stagnant water&nbsp;</p>";<p>This prevents bilharzia</p>;"<p>Proper disposal of feces&nbsp;</p>";<p>This prevents cholera</p>;4;<p>The following are ways to prevent against cholera.</p><ul><li>Proper disposal of human waste</li><li>Treating the infected within 24 hours</li><li>Treating drinking water to kill the bacteria that might cause cholera</li></ul>;2020-10-06 08:43:16;2020-10-06 08:43:16;;L;
2436;565;3;6;<p>Typhoid is caused by ________-.</p>;<p>Germs</p>;;<p>Water snails</p>;;<p>Bacteria</p>;;<p>Worms</p>;;3;<p><strong>Typhoid</strong> is a waterborne disease transmitted through contaminated water. Is is caused by bacteria.</p>;2020-10-06 08:45:08;2020-10-06 08:45:08;;L;
2437;565;3;6;<p>Which of the following is <strong>not</strong> a sign and symptom of typhoid?</p>;"<p>Blood stained stool&nbsp;</p>";<p>This is a sign of typhoid</p>;"<p>Fever&nbsp;</p>";<p>This is a sign of typhoid</p>;<p>Skin rashes</p>;<p>This is a sign of typhoid</p>;"<p>Coughing<strong>&nbsp;</strong></p>";<p>This is a sign of bilharzia</p>;4;"<p>The following are examples of signs and symptoms of typhoid:</p><ul><li>Fever</li><li>Skin rash</li><li>Abdominal pains&nbsp;</li><li>Aches n the joints and muscles</li></ul>";2020-10-06 08:47:16;2020-10-06 08:47:16;;L;
2438;565;3;6;<p>Which of the following is not a preventive measure against typhoid?</p>;"<p>Wearing gumboots when working in pools of water&nbsp;</p>";<p>This is a preventive measure against bilharzia</p>;"<p>Drinking boiled water&nbsp;</p>";<p>This is a preventive measure against typhoid</p>;"<p>Washing fruits before taking them&nbsp;</p>";<p>This is a preventive measure against typhoid</p>;"<p>Keep toilets and latrines clean&nbsp;</p>";<p>This is a preventive measure against typhoid</p>;1;<p>The following are preventive measure against typhoid.</p><ul><li>Taking treated or boiled water</li><li>Keeping toilets and latrines clean</li><li>Proper disposal of waste</li></ul>;2020-10-06 08:49:06;2020-10-06 08:49:06;;L;
2439;566;3;6;<p>What is soil erosion?</p>;<p>It’s the process of making the soil fertile</p>;;<p>It is the removal of top fertile soil by the agents of erosion</p>;;<p>It is watering the soil for planting</p>;;<p>It’s the process of weeding.</p>;;2;<p>Soil erosion is the removal and carrying away of the top fertile soil by the agents of erosion.</p>;2020-10-06 11:14:44;2020-10-06 11:14:44;;L;
2440;566;3;6;<p>Which of the following is an agent of soil erosion?</p>;<p>Plants</p>;;<p>Manure</p>;;<p>Cultivation</p>;;<p>Wind</p>;;4;"<p>There are two agents of soil erosion, that is water and wind.</p>";2020-10-06 11:16:26;2020-10-06 11:16:26;;L;
2441;566;3;6;<p>Which of the following is not a factor that increase soil erosion?</p>;<p>Type of manure added in the soil</p>;;<p>Type of soil</p>;;<p>Slope of the land</p>;;<p>Bareness of the soil</p>;;1;<p>Factors that increase soil erosion are:</p><ul><li>Human activities</li><li>Amount of rainfall</li></ul>;2020-10-06 11:17:57;2020-10-06 11:17:57;;L;
2442;566;3;6;<p>Raindrops causes ________ erosion.</p>;"<p>Gulley erosion&nbsp;</p>";<p>Occurs mainly on steep slopes</p>;"<p>Splash erosion&nbsp;</p>";<p>Caused by raindrops</p>;"<p>Sheet erosion&nbsp;</p>";<p>Thin top layer of the soil is eroded</p>;"<p>Rill erosion&nbsp;</p>";<p>Water forms shallow channels down the slope</p>;2;"<p>When the rain falls, the raindrops hit bare soil, particles of soil are thrown up and fall elsewhere.</p>";2020-10-06 11:23:21;2020-10-06 11:23:21;;L;
2443;566;3;6;<p>Which of the following is the best method of controlling gulley erosion?</p>;<p>Mulching</p>;;<p>Building gabions</p>;;<p>Strip cropping</p>;;<p>Cut off drains</p>;;2;<p>Gulley erosion occurs mainly on steep erosion. It is controlled by building gabions.</p>;2020-10-06 11:28:48;2020-10-06 11:28:48;;L;
2444;566;3;6;<p>___________ erosion forms small channels on the ground.</p>;"<p>Gulley erosion&nbsp;</p>";<p>Occurs mainly on steep slopes</p>;"<p>Splash erosion&nbsp;</p>";<p>Caused by raindrops</p>;"<p>Sheet erosion&nbsp;</p>";<p>Thin top layer of the soil is eroded</p>;"<p>Rill erosion&nbsp;</p>";<p>Water forms shallow channels down the slope</p>;4;"<p>Rill erosion forms shallow channels down the slope. If not controlled, it forms gulley erosion.</p>";2020-10-06 11:33:45;2020-10-06 11:33:45;;L;
2445;567;3;6;<p>Define food preservation.</p>;<p>It is the process of adding chemicals in food</p>;;<p>It is the process of storing food properly for a certain period of time to be used later.</p>;;<p>It is the process of draining water from the food</p>;;<p>It is the act of putting food in the bowls</p>;;2;<p>Food preservation is the process of storing food properly for a certain period of time to be used later.</p>;2020-10-06 12:13:09;2020-10-06 12:13:09;;L;
2446;567;3;6;<p>Which of the following is a traditional method of storing food?</p>;"<p>Using honey&nbsp;</p>";<p>This is a traditional method of food preservation.</p>;"<p>Bottling&nbsp;</p>";<p>This is a modern method of food preservation.</p>;"<p>Canning&nbsp;</p>";<p>This is a modern method of food preservation.</p>;"<p>Refrigeration&nbsp;</p>";<p>This is a modern method of food preservation.</p>;1;"<p>Food preservation are grouped into two:- traditional and the modern method of preservation.</p><p><strong>Traditional method</strong> includes us of smoke and salting</p><p><strong>The modern method</strong> involves, canning and use of low temperature.</p>";2020-10-06 12:15:07;2020-10-06 12:15:07;;L;
2447;567;3;6;<p>Which method of preserving food is used both in the traditional time and the modern times?</p>;"<p>Use of honey&nbsp;</p>";<p>Is a traditional method</p>;"<p>Drying&nbsp;</p>";<p>It’s both a traditional method and a modern method</p>;<p>Canning</p>;<p>It is a modern method</p>;<p>Smoking</p>;<p>It is a traditional method</p>;2;<p><strong>Drying</strong> is a preservation method used in the tradition and at modern times to preserve food.</p>;2020-10-06 12:16:47;2020-10-06 12:16:47;;L;
2448;567;3;6;<p>Which of the following is not a reason for preserving food?</p>;<p>To retain food flavour</p>;;<p>To retain colour in food</p>;;<p>To avoid wastage</p>;;<p>For people to feed on little food</p>;;4;<p>The following are reasons why food is preserved.</p><ul><li>To keep food for future use</li><li>To retain nutrients in food</li></ul>;2020-10-06 12:19:38;2020-10-06 12:19:38;;L;
2449;567;3;6;<p>Which of the following food can be preserved by using salt?</p>;<p>Beans</p>;<p>Can be preserved by using ash to keep away the pest.</p>;"<p>Fish&nbsp;</p>";<p>It can be preserved by use of salt</p>;"<p>Fruits&nbsp;</p>";<p>They can be preserved by low temperature.</p>;<p>Kales</p>;<p>They can be preserved by drying</p>;2;<p>Use of salt is a traditional method of food preservation. Salt can be used to preserve meat and fish.</p>;2020-10-06 12:21:36;2020-10-06 12:21:36;;L;
2450;567;3;6;<p>Which of these food cannot be preserved by canning?</p>;"<p>Butter&nbsp;</p>";<p>Can be preserved by canning</p>;"<p>Ghee&nbsp;</p>";<p>Can be preserved by canning</p>;"<p>Meat&nbsp;</p>";<p>Can be preserved by canning</p>;<p>Maize</p>;<p>This can be preserved by use of low temperature or ash while raw.</p>;4;<p>During canning food is usually passed over high temperatures to kill the bacteria and the food is immediately put in cans to keep off air. Examples of canned food are: fish and meat</p>;2020-10-06 12:23:26;2020-10-06 12:23:26;;L;
2451;567;3;6;<p>Which of the following conditions is not controlled during food preservation to deactivate or kill bacteria?</p>;<p>Moisture</p>;;<p>Air</p>;;<p>Temperature</p>;;<p>Nutrients</p>;;4;"<p>There are three conditions that are usually controlled during food preservation. These are air, temperatures and moisture.</p>";2020-10-06 12:27:19;2020-10-06 12:27:19;;L;
2452;567;3;6;<p>What is the purpose of smoke in food preservation?</p>;<p>For the food to have the smoke smell.</p>;;<p>To avoid bacteria from reproducing</p>;;<p>To cover the food in black</p>;;<p>To kill nutrients</p>;;2;<p>This is passing smoke over food that penetrates into the food to prevent bacteria from reproducing leading to spoilage. Food that can be preserved through this method include: beef fish mutton and pork</p>;2020-10-06 12:28:14;2020-10-06 12:28:14;;L;
2453;567;3;6;<p>Which two types of food should never be frozen during preservation?</p>;<p>Beans and vegetable</p>;;<p>Vegetable and fruits</p>;;<p>Fruits and fish</p>;;<p>Kales and beans</p>;;2;<p>The two types of food that should not be refrigerated are vegetables and fruits.</p>;2020-10-06 12:29:47;2020-10-06 12:29:47;;L;
2454;569;3;6;<p>What are opaque objects?</p>;<p>These are objects that are thick</p>;;<p>These are objects that allow light to pass through</p>;;<p>These are objects that do not let light to pass through</p>;;<p>These are objects that allow light to pass through but one cannot see through them.</p>;;3;<p><strong>Opaque objects </strong>are the objects that do not let light to pass through them. Examples are wood and metal.</p>;2020-10-06 12:42:44;2020-10-06 12:42:44;;L;
2455;569;3;6;<p>What are translucent objects?</p>;<p>These are objects that are thick</p>;;<p>These are objects that allow light to pass through</p>;;<p>These are objects that do not let light to pass through</p>;;<p>These are objects that allow light to pass through but one cannot see through them.</p>;;4;<p>Translucent objects are objects that allow light to pass through but one cannot see through them. Examples are: tinted windows and oiled paper.</p>;2020-10-06 12:48:29;2020-10-06 12:48:29;;L;
2456;569;3;6;<p>Which of the following is not a transparent object?</p>;"<p>Clear glass&nbsp;</p>";<p>This is transparent</p>;"<p>Clear water&nbsp;</p>";<p>This is transparent</p>;"<p>Mirror&nbsp;</p>";<p>This is opaque</p>;<p>Air</p>;<p>This is transparent</p>;3;<p>Transparent objects are objects that allow light to pass through them and one can see through them. Examples are spectacles and water</p>;2020-10-06 12:54:36;2020-10-06 12:54:36;;L;
2457;569;3;6;<p>Which of the following is not an opaque object?</p>;"<p>Frosted glass&nbsp;</p>";<p>This is translucent</p>;"<p>Stones&nbsp;</p>";<p>This is opaque</p>;<p>Mirror</p>;<p>This is opaque</p>;"<p>Metal&nbsp;</p>";<p>This is opaque</p>;1;<p><strong>Opaque objects</strong> are the objects that do not let light to pass through them. Examples are wood and metal.</p>;2020-10-06 12:58:12;2020-10-06 12:58:12;;L;
2458;570;3;6;<p>What is refraction?</p>;<p>This is the bending of light as it passes from one media to another.</p>;;<p>This is the reflection of an image</p>;;<p>It is passing of light through a translucent object</p>;;<p>It is the passing of light through a transparent object.</p>;;1;"<p>Refraction is the bending of light as it passes from one media to another&nbsp;</p><p>It is caused by the difference in optical density between the two media</p><p>It occurs where the two media meet&nbsp;</p>";2020-10-06 13:00:29;2020-10-06 13:00:29;;L;
2459;568;3;6;<p>Light travels in ___________</p>;<p>One direction</p>;;<p>Two directions</p>;;<p>All directions</p>;;<p>Four directions</p>;;3;<p>Light travels in all directions and in a straight line.</p>;2020-10-06 13:02:46;2020-10-06 13:02:46;;L;
2460;569;3;6;<p>Frosted glass and oiled paper are examples of ______ materials.</p>;"<p>Opaque objects&nbsp;</p>";<p>Example wood</p>;"<p>Transparent objects&nbsp;</p>";<p>Example glass</p>;"<p>Light objects&nbsp;</p>";<p>Example hair</p>;"<p>Translucent objects&nbsp;</p>";<p>Example is frosted glass</p>;4;<p>Translucent objects are objects that allow light to pass through but one cannot see through them. Examples are: tinted windows and oiled paper.</p>;2020-10-06 13:10:24;2020-10-06 13:10:24;;L;
2461;570;3;6;"<p>When a pencil is put in a glass of water, it appears bent. Explain.</p>";<p>Because the pencil is light</p>;;<p>Because the water is clear</p>;;<p>This is caused by bending of light</p>;;<p>It appears bent since the glass is transparent</p>;;3;"<p>Refraction is the bending of light as it passes from one media to another&nbsp;</p><p>It is caused by the difference in optical density between the two different media</p><p>It occurs where the two media meet</p>";2020-10-06 13:14:34;2020-10-06 13:14:34;;L;
2462;570;3;6;<p>What is reflection</p>;<p>The bending of as it moves from one medium to another</p>;;<p>It is the spreading of light in all directions</p>;;<p>It is the movement of light from one medium to another</p>;;<p>It is the bouncing back of light</p>;;4;"<p>Reflection is the bouncing back of light&nbsp;</p><p>Shiny or smooth surfaces are the most convenient for reflection e.g. mirror and water&nbsp;</p><p><strong>NOTE</strong></p><p>The rays that fall on the surface are called <strong>incident rays&nbsp;</strong></p><p>The rays that bounce back are called <strong>reflected rays&nbsp;</strong></p>";2020-10-06 13:43:00;2020-10-06 13:43:00;;L;
2463;571;3;6;<p>What is air?</p>;<p>It is vapour</p>;;<p>It is moving wind</p>;;<p>It’s a mixture of gases</p>;;<p>It is a gas</p>;;3;"<p>Air is a mixture of gases. The gases that make up the air are oxygen, carbon dioxide, nitrogen and rare gases.</p>";2020-10-06 13:47:47;2020-10-06 13:47:47;;L;
2464;571;3;6;<p>The gas that takes up 21% of air is called?</p>;"<p>Nitrogen&nbsp;</p>";<p>It occupies 78%</p>;"<p>Inert gases&nbsp;</p>";<p>It occupies 0.97%</p>;"<p>Oxygen&nbsp;</p>";<p>It occupies 21%</p>;<p>Carbon dioxide</p>;<p>It occupies 0.03%</p>;3;<p>The gases that make up the air have different percentages. Oxygen occupies 21% of the air.</p>;2020-10-06 13:49:55;2020-10-06 13:49:55;;L;
2465;571;3;6;<p>What is the use of the gas that takes up 0.03% of air?</p>;<p>It’s used for germination</p>;<p>This is the use of oxygen</p>;"<p>It’s used by leguminous plants to make protein&nbsp;</p>";<p>This is the use of nitrogen</p>;"<p>It’s used in fermenting beer&nbsp;</p>";<p>It is the use of carbon dioxide</p>;"<p>It is used in electric bulbs&nbsp;</p>";<p>This is the use of inert gases</p>;3;<p>Carbon dioxide occupies 0.03% of the air. It is used to:</p><ul><li>Extinguish fire</li><li>Baking bread</li><li>Photosynthesis</li></ul>;2020-10-06 13:52:07;2020-10-06 13:52:07;;L;
2466;571;3;6;<p>Which gas is necessary for germination?</p>;<p>Oxygen</p>;"<p>&nbsp;It’s used for germination</p>";"<p>Rare gases&nbsp;</p>";<p>It is used in electric bulbs</p>;"<p>Nitrogen&nbsp;</p>";<p>It’s used by leguminous plants to make protein</p>;<p>Carbon dioxide</p>;<p>It is used during photosynthesis</p>;1;<p><strong>Oxygen</strong> occupies 21% of the air. It is used in:</p><ul><li>Burning</li><li>Breathing</li></ul>;2020-10-06 13:54:57;2020-10-06 13:54:57;;L;
2467;571;3;6;<p>Which of the following is not a rare gas?</p>;<p>Neon</p>;;<p>Argon</p>;;<p>Nitrogen</p>;;<p>Helium</p>;;3;"<p>Rare gases occupy 0.97% of air. They include:</p><ul><li>Neon, argon and helium</li></ul>";2020-10-06 13:55:55;2020-10-06 13:55:55;;L;
2468;571;3;6;<p>Plants use _________ to make proteins.</p>;<p>Nitrogen</p>;"<p>&nbsp;It is used by leguminous plants to make protein.</p>";"<p>Oxygen&nbsp;</p>";<p>It is used during germination</p>;"<p>Carbon dioxide&nbsp;</p>";<p>It is used during photosynthesis</p>;"<p>Helium&nbsp;</p>";<p>It is used in electric bulbs</p>;1;"<p><strong>Nitrogen </strong>occupies 78% of the air. It is used by leguminous plants to make protein. Leguminous plants include: peas, groundnuts and beans</p>";2020-10-06 13:59:32;2020-10-06 13:59:32;;L;
2469;571;3;6;<p>___________ gas is used in incubators.</p>;"<p>Nitrogen&nbsp;</p>";<p>It is used by leguminous plants to make protein.</p>;"<p>Oxygen&nbsp;</p>";<p>It is used in breathing</p>;"<p>Helium&nbsp;</p>";<p>It is used in electric bulbs</p>;"<p>Carbon dioxide&nbsp;</p>";<p>It is used during photosynthesis</p>;2;<p>Oxygen is used in incubators. It is the gas used in breathing.</p>;2020-10-06 14:02:02;2020-10-06 14:02:02;;L;
2470;572;3;6;<p>What is a force?</p>;<p>It’s a pull</p>;;<p>It’s the strength on an object</p>;;<p>It’s a push or a pull on an object that when applied causes motion/movement</p>;;<p>It’s the movement of an object to a certain direction</p>;;3;<p>Force is a push or a pull on an object that when applied on an object causes motion. An example is magnetic force and pull of gravity.</p>;2020-10-06 14:14:18;2020-10-06 14:14:18;;L;
2471;573;3;6;<p>Force is measured in units called?</p>;<p>Kilograms</p>;;<p>Newtons</p>;;<p>Spring balance</p>;;<p>Stand</p>;;2;<p>The units for measuring force are called newtons.</p>;2020-10-06 14:15:57;2020-10-06 14:15:57;;L;
2472;572;3;6;<p>Which of the following cannot be done by force?</p>;<p>Balance two items</p>;;<p>Stop a motion</p>;;<p>Accelerate a motion</p>;;<p>Start a motion</p>;;1;<p>The following are the things force is able to do.</p><ul><li>Stop a motion</li><li>Accelerate a motion</li><li>Start a motion</li></ul>;2020-10-06 14:17:36;2020-10-06 14:17:36;;L;
2473;573;3;6;<p>_____________ pulls objects towards the ground.</p>;<p>Pulleys</p>;;<p>Gravitational force</p>;;<p>Motion</p>;;<p>Force</p>;;2;<p>Gravity is the force that the earth exerts on objects. This force pulls objects downwards towards the centre of the earth.</p>;2020-10-06 14:19:26;2020-10-06 14:19:26;;L;
2474;573;3;6;<p>Which of the following is <strong>not</strong> a type of force?</p>;<p>Friction force</p>;;<p>Gravity force</p>;;<p>Weight force</p>;;<p>Pull force</p>;;4;<p>Force is a push or a pull on an object that when applied on an object causes motion. Examples include:</p><ul><li>Friction force</li><li>Gravity force</li><li>Weight force</li></ul>;2020-10-06 14:20:36;2020-10-06 14:20:36;;L;
2475;573;3;6;<p>What causes gravity?</p>;<p>The size of the earth</p>;;<p>The position of the moon</p>;;<p>The position of the planets</p>;;<p>The rotation of the earth.</p>;;4;<p>Gravity is the force that the earth exerts on objects. It is as a result of the earth’s rotation.</p>;2020-10-06 14:22:13;2020-10-06 14:22:13;;L;
2476;573;3;6;<p>The tendency of a body to remain at rest is called ___________.</p>;<p>Rest</p>;;<p>Relaxed</p>;;<p>Inertia</p>;;<p>Motionless</p>;;3;<p>The tendency of a body to remain at rest is called inertia.</p>;2020-10-06 14:23:41;2020-10-06 14:23:41;;L;
2477;530;3;7;<p>What are the four main parts of blood?</p>;"<p>Platelets, plasma, auricles and white blood cells</p>";<p>Auricles are the upper chambers of in heart.</p>;"<p>Plasma, white blood cells, red blood cells and platelets</p>";<p>These are the four main parts of blood.</p>;"<p>Veins, arteries, capillaries and red blood cells</p>";<p>The first three are blood vessels.</p>;"<p>Oxyhaemoglobin, plasma, platelets and red blood cells.</p>";<p>Oxyhaemoglobin is a combination of oxygen and haemoglobin carried by red blood cells</p>;2;"<p>Blood consist of four main parts; <strong>plasma, platelets, red blood cells and white blood cells</strong>.</p>";2020-10-06 15:16:39;2020-10-06 15:16:39;;L;
2478;530;3;7;<p>Name the liquid part of blood?</p>;<p>Plasma</p>;<p>This is the liquid part of blood.</p>;<p>Blood</p>;<p>The question is on parts of blood in which case the answer should be plasma.</p>;<p>Haemoglobin</p>;<p>This is the red pigment contained in the red blood cells responsible for the red colour of blood.</p>;<p>Platelets</p>;<p>These are tiny oval-shaped plate-like structures in blood.</p>;1;"<p><strong>Plasma</strong> is the liquid part of the blood. It is the main part of the blood, and is mostly water.</p>";2020-10-06 15:18:51;2020-10-06 15:18:51;;L;
2479;530;3;7;<p>State the functions of platelets in blood and its importance.</p>;<p>They carry oxygen from the lungs in the form of oxyhaemoglobin</p>;<p>This is the function of red blood cells.</p>;<p>They transport oxygen from the lungs to the other parts of the body</p>;<p>This is the function of blood plasma.</p>;<p>They are responsible for blood clotting when one is injured and thereby prevent excessive loss of blood</p>;<p>This is the function of platelets.</p>;<p>They transport food substances from the ileum to the required parts of the body</p>;<p>This is the function of blood plasma.</p>;3;<p><strong>Platelets</strong> are responsible for blood clotting and its importance lies in their ability to prevent excessive blood loss in case of an injury due to the blood clotting.</p>;2020-10-06 15:24:41;2020-10-06 15:24:41;;L;
2480;530;3;7;<p>What is the importance of white blood cells?</p>;<p>To transport waste products to there are of excretion</p>;<p>This is the function of blood plasma.</p>;<p>To prevent excessive blood loss in the event of an injury</p>;<p>This is the importance of platelets in blood.</p>;<p>To help in fighting and killing disease causing organisms</p>;<p>This is the importance of white blood cells.</p>;<p>To transport gases (oxygen and carbon dioxide) and digested food substances in the body</p>;<p>This is the function of blood.</p>;3;<p><strong>White blood cells</strong> produce antibodies which help in fighting and killing disease causing organisms.</p>;2020-10-06 15:27:14;2020-10-06 15:27:14;;L;
2481;530;3;7;<p>Where are the platelets made?</p>;<p>The spleen</p>;<p>This is where platelets are destroyed.</p>;<p>The ileum</p>;<p>It is from here that the plasma transport food substances to the required part of the body.</p>;<p>Valves</p>;"<p>These prevent the back flow of blood, located in ventricles.</p>";<p>The red bone marrow</p>;<p>This is where platelets are made.</p>;4;<p><strong>Platelets</strong> are made in the red bone marrow and are destroyed in the spleen.</p>;2020-10-06 15:28:58;2020-10-06 15:28:58;;L;
2482;530;3;7;<p>Oxygenated blood is transported in form of?</p>;<p>Haemoglobin</p>;<p>This is the red pigment responsible for the red colour of blood.</p>;<p>Oxyhaemoglobin</p>;<p>The form in which oxygenated blood is transported.</p>;<p>Deoxygenated blood</p>;<p>This is blood which has no oxygen.</p>;<p>Oxygenated blood</p>;<p>This is blood rich in oxygen.</p>;2;<p>Oxyhaemoglobin is formed when oxygen combines with haemoglobin.</p>;2020-10-06 15:31:33;2020-10-06 15:31:33;;L;
2483;530;3;7;<p>List one difference between the red blood cells and the white blood cells.</p>;<p>Red blood cells are bi-concave disc shaped cells whereas white blood cells are almost colourless cells with no definite shape</p>;"<p>Red&nbsp; and white blood cells differ in this way.</p>";<p>Red blood cells are bigger in size than white blood cells</p>;<p>White blood cells are the ones that are bigger in size.</p>;<p>Red blood cells are components of blood whereas white blood cells are not</p>;<p>They are bot components of blood.</p>;<p>White blood cells are made in the red bone marrow whereas red blood cells are made in the spleen</p>;<p>Platelets are the ones that are made in the red marrow and destroyed in the spleen.</p>;1;"<p><strong>White blood cells &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Red blood cells&nbsp;</strong></p><p>They are bigger in size &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;They are smaller in size.</p><p>They contain a nucleus at &nbsp; &nbsp; &nbsp;They do not contain a nucleus.<br>the centre &nbsp;</p><p>They are almost colourless &nbsp; &nbsp; They are small bi-concave disc shaped cells. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; and have no definite shape.</p>";2020-10-06 15:38:48;2020-10-06 15:38:48;;L;
2484;530;3;7;<p>What is the colour of deoxygenated blood?</p>;<p>Bright red</p>;<p>This is the colour of oxygenated blood.</p>;<p>Blue</p>;<p>This is not the colour of deoxygenated blood.</p>;<p>Dull red</p>;<p>This is the colour of deoxygenated blood.</p>;<p>Purple</p>;<p>This is not the colour of deoxygenated blood.</p>;3;<p>Blood which has no oxygen is known as <strong>deoxygenated</strong> blood. It is <strong>dull</strong> red in colour.</p>;2020-10-06 15:40:24;2020-10-06 15:40:24;;L;
2485;530;3;7;<p>What gives blood the red colour?</p>;<p>Oxyhaemoglobin</p>;<p>Formed when oxygen combines with haemoglobin.</p>;<p>Haemoglobin</p>;<p>Is responsible for the red colour of blood.</p>;<p>Spleen</p>;<p>This is where platelets are destroyed.</p>;<p>Red bone marrow</p>;<p>Where platelets are made.</p>;2;<p>Red blood cells contain a red pigment known as <strong>haemoglobin</strong> which is responsible for the red colour of blood.</p>;2020-10-06 15:42:02;2020-10-06 15:42:02;;L;
2486;530;3;7;<p>What is blood?</p>;<p>A red fluid traveling in the body</p>;<p>This is not an appropriate definition.</p>;<p>A large blood vessel that carries blood to the heart from other parts of the body</p>;<p>This is a vein.</p>;<p>A large blood vessel that carries blood from the heart to other parts of the body</p>;<p>This is an artery.</p>;<p>It is the fluid that transports gases (oxygen and carbon dioxide) and digested food substances in the body</p>;<p>This is blood.</p>;4;"<p>Blood is the fluid that transports gases (oxygen and carbon dioxide) and digested food substances in the body; hence it is called the transport fluid.</p>";2020-10-06 15:43:56;2020-10-06 15:43:56;;L;
2487;531;3;7;<p>What is an artery?</p>;<p>An organ that carries de-oxygenated blood to the lungs</p>;<p>Specifically the pulmonary artery.</p>;<p>A large blood vessel that carries blood from the heart to other parts of the body</p>;<p>An artery.</p>;<p>The right upper side of the heart’s chamber</p>;<p>The right auricle.</p>;<p>A small blood vessel that takes blood to all parts of the body.</p>;;2;<p><strong>Arteries</strong> – these are large blood vessels that carry blood from the heart to other parts of the body.</p>;2020-10-06 15:55:29;2020-10-06 15:55:29;;L;
